"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
WARNING:  terminating connection because of crash of another server process
"DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory."
HINT:  In a moment you should be able to reconnect to the database and repeat your command.
"UNHANDLED DATABASE ERROR: ((1:could not connect to server: Connection refused 	Is the server running on host ""perf-38-128-0-aurora-senzing-res-cluster.cluster-cpxzlu10bixk.us-east-2.rds.amazonaws.com"" (10.0.21.127) and accepting 	TCP/IP connections on port 5432? ))"
2023-09-27 17:38:02.217 [sql:140335444518720] CRIT: Exception: could not connect to server: Connection refused
"	Is the server running on host ""perf-38-128-0-aurora-senzing-res-cluster.cluster-cpxzlu10bixk.us-east-2.rds.amazonaws.com"" (10.0.21.127) and accepting"
	TCP/IP connections on port 5432?
G2Exception: Shutting down due to error: senzing.G2Exception.G2Exception: 0058E|G2 initialization process has failed
Traceback (most recent call last):
"  File ""/app/sz_sqs_consumer.py"", line 207, in <module>"
    g2.stats(response)
"  File ""/opt/senzing/g2/sdk/python/senzing/G2Engine.py"", line 1500, in stats"
    raise TranslateG2ModuleException(tls_var.buf.value)
senzing.G2Exception.G2Exception: senzing.G2Exception.G2Exception: 0058E|G2 initialization process has failed
2023-09-27 17:38:16.153 [sql:140335137502976:[15:26:C1:DB_1:ER:26104552]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.153 [sql:140335137502976:[15:26:C1:DB_1:ER:26104552]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_EKEY(RES_ENT_ID,LIB_FEAT_ID,LENS_ID,ECLASS_ID,FTYPE_ID,UTYPE_CODE,SUPPRESSED,USED_FROM_DT,USED_THRU_DT) VALUES ($1,$2,$3,$4,$5,$6,$7,$8,$9),($10,$11,$12,$13,$14,$15,$16,$17,$18),($19,$20,$21,$22,$23,$24,$25,$26,$27),($28,$29,$30,$31,$32,$33,$34,$35,$36),($37,$38,$39,$40,$41,$42,$43,$44,$45),($46,$47,$48,$49,$50,$51,$52,$53,$54),($55,$56,$57,$58,$59,$60,$61,$62,$63),($64,$65,$66,$67,$68,$69,$70,$71,$72),($73,$74,$75,$76,$77,$78,$79,$80,$81),($82,$83,$84,$85,$86,$87,$88,$89,$90),($91,$92,$93,$94,$95,$96,$97,$98,$99) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.153 [sql:140335137502976:[15:26:C1:DB_1:ER:26104552]] CRIT: Bind Values: 24804548,243263467,1,1,20,'','N',NULL,NULL,24804548,243263466,1,1,20,'','N',NULL,NULL,24804548,243263465,1,1,20,'','N',NULL,NULL,24804548,243263464,1,1,19,'','N',NULL,NULL,24804548,243263463,1,1,19,'','N',NULL,NULL,24804548,79,1,1,4,'','N',NULL,NULL,24804548,602640,1,1,2,'','N',NULL,NULL,24804548,4210550,1,1,1,'','N',NULL,NULL,24804548,42695256,1,1,22,'','N',NULL,NULL,24804548,243263457,1,1,9,'','N',NULL,NULL,24804548,243263462,1,1,18,'','N',NULL,NULL"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""DATE_OF_BIRTH"": ""26/10/1957"", ""ADDR_STATE"": ""TX"", ""ADDR_POSTAL_CODE"": ""75092"", ""SSN_NUMBER"": ""443-11-4939"", ""NAME_FIRST"": ""BRYAN"", ""GENDER"": ""N/A"", ""CC_ACCOUNT_NUMBER"": ""6466636536647586"", ""RECORD_ID"": ""37159567"", ""DSRC_ACTION"": ""A"", ""DRIVERS_LICENSE_NUMBER"": ""D969341741421"", ""ADDR_CITY"": ""Sherman"", ""NAME_LAST"": ""L"", ""ADDR_LINE1"": ""1848 Alpine DR"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.169 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.169 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50),($51,$52,$53,$54,$55),($56,$57,$58,$59,$60),($61,$62,$63,$64,$65),($66,$67,$68,$69,$70),($71,$72,$73,$74,$75),($76,$77,$78,$79,$80),($81,$82,$83,$84,$85),($86,$87,$88,$89,$90) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.169 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263647,1,1,1,1,243263648,1,1,1,1,243263649,1,1,1,1,243263650,1,1,1,1,243263651,1,1,1,1,243263652,1,1,1,1,243263653,1,1,1,1,243263654,1,1,1,1,243263655,1,1,1,1,243263656,1,1,1,1,243263657,1,1,1,1,243263658,1,1,1,1,243263659,1,1,1,1,243263660,1,1,1,1,243263661,1,1,1,1,243263662,1,1,1,1,243263663,1,1,1,1,243263664,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""SOCIAL_HANDLE"": ""antilogye"", ""DATE_OF_BIRTH"": ""26/7/1958"", ""ADDR_STATE"": ""IL"", ""ADDR_POSTAL_CODE"": ""06621"", ""SSN_NUMBER"": ""378-23-7833"", ""NAME_FIRST"": ""CHERYL"", ""PASSPORT_NUMBER"": ""86H5HLES9"", ""GENDER"": ""F"", ""RECORD_ID"": ""169236062"", ""DSRC_ACTION"": ""A"", ""ADDR_CITY"": ""ChicJgo"", ""DRIVERS_LICENSE_NUMBER"": ""HK149"", ""DRIVERS_LICENSE_STATE"": ""ZA"", ""PHONE_NUMBER"": ""618-361-8231"", ""NAME_LAST"": ""STUART"", ""ADDR_LINE1"": ""1376 63rd PL"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.181 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.181 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50),($51,$52,$53,$54,$55) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.181 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263665,1,1,1,1,243263666,1,1,1,1,243263667,1,1,1,1,243263668,1,1,1,1,243263669,1,1,1,1,243263670,1,1,1,1,243263671,1,1,1,1,243263672,1,1,1,1,243263673,1,1,1,1,243263674,1,1,1,1,243263675,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""SOCIAL_HANDLE"": ""rewan5"", ""ADDR_STATE"": ""HI"", ""ADDR_POSTAL_CODE"": ""96815"", ""NAME_FIRST"": ""ALISON"", ""PASSPORT_NUMBER"": ""EB827N"", ""GENDER"": ""F"", ""CC_ACCOUNT_NUMBER"": ""6455216248042096"", ""RECORD_ID"": ""253897545"", ""DSRC_ACTION"": ""A"", ""ADDR_CITY"": ""Honolulu"", ""DRIVERS_LICENSE_STATE"": ""CO"", ""PHONE_NUMBER"": ""605-8564"", ""NAME_LAST"": ""SLABAUGH"", ""ADDR_LINE1"": ""3176 Herbert ST"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.192 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.192 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50),($51,$52,$53,$54,$55),($56,$57,$58,$59,$60),($61,$62,$63,$64,$65),($66,$67,$68,$69,$70),($71,$72,$73,$74,$75) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.192 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263676,1,1,1,1,243263677,1,1,1,1,243263678,1,1,1,1,243263679,1,1,1,1,243263680,1,1,1,1,243263681,1,1,1,1,243263682,1,1,1,1,243263683,1,1,1,1,243263684,1,1,1,1,243263685,1,1,1,1,243263686,1,1,1,1,243263687,1,1,1,1,243263688,1,1,1,1,243263689,1,1,1,1,243263690,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""ADDR_POSTAL_CODE"": ""64052"", ""SSN_NUMBER"": ""238-71-0692"", ""NAME_FIRST"": ""MARK"", ""GENDER"": ""M"", ""CC_ACCOUNT_NUMBER"": ""6761974030156426619"", ""RECORD_ID"": ""973652"", ""DSRC_ACTION"": ""A"", ""ADDR_CITY"": ""Independence"", ""DRIVERS_LICENSE_NUMBER"": ""056802035"", ""PHONE_NUMBER"": ""975-920-4973"", ""NAME_LAST"": ""BUSS"", ""ADDR_LINE1"": ""9444 18th ST"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.203 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.203 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50),($51,$52,$53,$54,$55),($56,$57,$58,$59,$60) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.203 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263691,1,1,1,1,243263692,1,1,1,1,243263693,1,1,1,1,243263694,1,1,1,1,243263695,1,1,1,1,243263696,1,1,1,1,243263697,1,1,1,1,243263698,1,1,1,1,243263699,1,1,1,1,243263700,1,1,1,1,243263701,1,1,1,1,243263702,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""DATE_OF_BIRTH"": ""29/9/1950"", ""ADDR_STATE"": ""WV"", ""ADDR_POSTAL_CODE"": ""26330"", ""NAME_FIRST"": ""TIM"", ""PASSPORT_NUMBER"": ""CJIFDM8H"", ""GENDER"": ""M"", ""CC_ACCOUNT_NUMBER"": ""4323065164656978"", ""RECORD_ID"": ""127548996"", ""DSRC_ACTION"": ""A"", ""DRIVERS_LICENSE_NUMBER"": ""3"", ""DRIVERS_LICENSE_STATE"": ""DE"", ""ADDR_CITY"": ""Bridgeport"", ""NAME_LAST"": ""A"", ""ADDR_LINE1"": ""704 Brightridge DR"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.214 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.214 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.214 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263703,1,1,1,1,243263704,1,1,1,1,243263705,1,1,1,1,243263706,1,1,1,1,243263707,1,1,1,1,243263708,1,1,1,1,243263709,1,1,1,1,243263710,1,1,1,1,243263711,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""DATE_OF_BIRTH"": ""24/7/1983"", ""ADDR_STATE"": ""MI"", ""ADDR_POSTAL_CODE"": ""48009"", ""NAME_FIRST"": ""DONNA"", ""PASSPORT_NUMBER"": ""CMF7GYZL"", ""GENDER"": ""F"", ""RECORD_ID"": ""181666343"", ""DSRC_ACTION"": ""A"", ""DRIVERS_LICENSE_NUMBER"": ""5410079"", ""DRIVERS_LICENSE_STATE"": ""ME"", ""ADDR_CITY"": ""Birmingham"", ""NAME_LAST"": ""A"", ""ADDR_LINE1"": ""20376 14Mile RD"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.225 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.225 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50),($51,$52,$53,$54,$55),($56,$57,$58,$59,$60),($61,$62,$63,$64,$65),($66,$67,$68,$69,$70),($71,$72,$73,$74,$75),($76,$77,$78,$79,$80),($81,$82,$83,$84,$85),($86,$87,$88,$89,$90) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.225 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263712,1,1,1,1,243263713,1,1,1,1,243263714,1,1,1,1,243263715,1,1,1,1,243263716,1,1,1,1,243263717,1,1,1,1,243263718,1,1,1,1,243263719,1,1,1,1,243263720,1,1,1,1,243263721,1,1,1,1,243263722,1,1,1,1,243263723,1,1,1,1,243263724,1,1,1,1,243263725,1,1,1,1,243263726,1,1,1,1,243263727,1,1,1,1,243263728,1,1,1,1,243263729,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""ADDR_STATE"": ""NY"", ""ADDR_POSTAL_CODE"": ""11102"", ""SSN_NUMBER"": ""088-82-9364"", ""NAME_FIRST"": ""ANTIONETTE"", ""PASSPORT_NUMBER"": ""C51RZVQMG"", ""GENDER"": ""F"", ""CC_ACCOUNT_NUMBER"": ""6492393522402406"", ""RECORD_ID"": ""139073332"", ""DSRC_ACTION"": ""A"", ""ADDR_CITY"": ""Astoria"", ""DRIVERS_LICENSE_STATE"": ""MA"", ""PHONE_NUMBER"": ""716-683-0213"", ""NAME_LAST"": ""HUND"", ""ADDR_LINE1"": ""2502 29th ST"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.236 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.236 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.236 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263730,1,1,1,1,243263731,1,1,1,1,243263732,1,1,1,1,243263733,1,1,1,1,243263734,1,1,1,1,243263735,1,1,1,1,243263736,1,1,1,1,243263737,1,1,1,1,243263738,1,1,1,1,243263739,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""SOCIAL_HANDLE"": ""pubis3"", ""DATE_OF_BIRTH"": ""29/1/1983"", ""ADDR_STATE"": ""GA"", ""ADDR_POSTAL_CODE"": ""31216"", ""NAME_FIRST"": ""ROBERT"", ""GENDER"": ""M"", ""CC_ACCOUNT_NUMBER"": ""551740045388172819"", ""RECORD_ID"": ""303070866"", ""DSRC_ACTION"": ""A"", ""ADDR_CITY"": ""Macon"", ""DRIVERS_LICENSE_STATE"": ""NM"", ""PHONE_NUMBER"": ""582-3259"", ""NAME_LAST"": ""R"", ""NAME_SUFFIX"": ""III"", ""ADDR_LINE1"": ""6911 Andalusia DR"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.247 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.247 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50),($51,$52,$53,$54,$55),($56,$57,$58,$59,$60) ON CONFLICT DO NOTHING"
"2023-09-27 17:38:16.247 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Bind Values: 1,1,243263740,1,1,1,1,243263741,1,1,1,1,243263742,1,1,1,1,243263743,1,1,1,1,243263744,1,1,1,1,243263745,1,1,1,1,243263746,1,1,1,1,243263747,1,1,1,1,243263748,1,1,1,1,243263749,1,1,1,1,243263750,1,1,1,1,243263751,1,1"
"senzing.G2Exception.G2DatabaseException: 1001E|Critical Database Error '(7:25006ERROR:  cannot execute INSERT in a read-only transaction )' [{""ADDR_STATE"": ""NY"", ""ADDR_POSTAL_CODE"": ""14220"", ""SSN_NUMBER"": ""168-60-7661"", ""NAME_FIRST"": ""RENA"", ""GENDER"": ""F"", ""CC_ACCOUNT_NUMBER"": ""344099856758551"", ""RECORD_ID"": ""507917354"", ""DSRC_ACTION"": ""A"", ""ADDR_CITY"": ""Buffalo"", ""DRIVERS_LICENSE_NUMBER"": ""444"", ""DRIVERS_LICENSE_STATE"": ""LA"", ""PHONE_NUMBER"": ""929-950-9982"", ""NAME_LAST"": ""MARTIN"", ""NAME_SUFFIX"": ""Jr."", ""ADDR_LINE1"": ""225 Baraga ST"", ""DATA_SOURCE"": ""TEST""}]"
UNHANDLED DATABASE ERROR: ((7:25006ERROR:  cannot execute INSERT in a read-only transaction ))
2023-09-27 17:38:16.269 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Exception: 25006ERROR:  cannot execute INSERT in a read-only transaction
"2023-09-27 17:38:16.269 [sql:140335137502976:[15:26:C1:DB_1:LOADER:]] CRIT: Statement: Statement: query = INSERT INTO RES_FEAT_STAT(LENS_ID,ECLASS_ID,LIB_FEAT_ID,NUM_RES_ENT,NUM_RES_ENT_OOM) VALUES ($1,$2,$3,$4,$5),($6,$7,$8,$9,$10),($11,$12,$13,$14,$15),($16,$17,$18,$19,$20),($21,$22,$23,$24,$25),($26,$27,$28,$29,$30),($31,$32,$33,$34,$35),($36,$37,$38,$39,$40),($41,$42,$43,$44,$45),($46,$47,$48,$49,$50),($51,$52,$53,$54,$55),($56,$57,$58,$59,$60),($61,$62,$63,$64,$65) ON CONFLICT DO NOTHING"
