,21146415
+PNAME+DOB+ADDRESS+PHONE+PASSPORT,4986
+NAME+DOB+PHONE+PASSPORT+ACCT_NUM,4984
+PNAME+ADDRESS+PASSPORT,4971
+NAME+PHONE+SSN+DRLIC+LOGIN_ID,4817
+NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,4814
+PNAME+DOB+PHONE+SSN+PASSPORT,4680
+NAME+PHONE+DRLIC+LOGIN_ID,4637
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,4582
+PNAME+ADDRESS+LOGIN_ID,4543
+NAME+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,4446
+PNAME+ADDRESS+SSN+LOGIN_ID,4444
+NAME+SSN+DRLIC+PASSPORT,4442
+NAME+DOB+ADDRESS+LOGIN_ID,4415
+NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,4398
+PNAME+SSN+LOGIN_ID,4310
+NAME+ADDRESS+LOGIN_ID+ACCT_NUM,4283
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,4273
+NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,4213
+NAME+DOB+ADDRESS+SSN+LOGIN_ID,4205
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,4202
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,4164
+PNAME+DOB+PHONE+PASSPORT,4146
+PNAME+ADDRESS+SSN+DRLIC+ACCT_NUM,4101
+NAME+SSN+LOGIN_ID+ACCT_NUM,4060
+NAME+DOB+ADDRESS+DRLIC+ACCT_NUM,4024
+PNAME+ADDRESS+DRLIC+ACCT_NUM,4014
+PNAME+SSN+DRLIC+ACCT_NUM,3953
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,3860
+NAME+DOB+SSN+LOGIN_ID,3858
+NAME+DOB+LOGIN_ID,3842
+NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,3826
+NAME+DRLIC+PASSPORT,3824
+NAME+LOGIN_ID+ACCT_NUM,3802
+PNAME+DOB+ADDRESS+SSN+DRLIC,3790
+NAME+PHONE+SSN+PASSPORT+LOGIN_ID,3754
+PNAME+DOB+ADDRESS+DRLIC,3729
+NAME+PHONE+PASSPORT+LOGIN_ID,3690
+DOB+PHONE+SSN,3633
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT,3551
+NAME+PHONE+DRLIC+PASSPORT+ACCT_NUM,3543
+PNAME+DOB+SSN+DRLIC,3520
+NAME+DOB+DRLIC+ACCT_NUM,3467
+NAME+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,3442
+NAME+DOB+SSN+DRLIC+ACCT_NUM,3434
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,3434
+NAME+DOB+PHONE+DRLIC+PASSPORT,3415
+PNAME+PHONE+SSN+DRLIC+PASSPORT,3323
+PNAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,3302
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,3256
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,3190
+PNAME+DOB+ADDRESS+PHONE+LOGIN_ID,3188
+PNAME+ADDRESS+SSN+PASSPORT+ACCT_NUM,3099
+PNAME+ADDRESS+PASSPORT+ACCT_NUM,3086
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,3074
+PNAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,3060
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM,3017
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,2992
+PNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,2985
+NAME+ADDRESS+SSN+DRLIC+LOGIN_ID,2956
+PNAME+PHONE+SSN+LOGIN_ID+ACCT_NUM,2952
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,2951
+NAME+ADDRESS+DRLIC+LOGIN_ID,2929
+PNAME+SSN+PASSPORT+ACCT_NUM,2924
+NAME+DOB+PHONE+LOGIN_ID+ACCT_NUM,2884
+PNAME+PHONE+DRLIC+PASSPORT,2882
+PNAME+DOB+PHONE+SSN+LOGIN_ID,2845
+PNAME+DOB+ADDRESS+SSN+PASSPORT,2838
+PNAME+PHONE+LOGIN_ID+ACCT_NUM,2835
+PNAME+DOB+PHONE+LOGIN_ID,2817
+NAME+SSN+DRLIC+LOGIN_ID,2747
+PNAME+DOB+PHONE+DRLIC+ACCT_NUM,2711
+NAME+DOB+PASSPORT+ACCT_NUM,2703
+NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,2688
+NAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,2652
+PNAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,2569
+NAME+DOB+SSN+PASSPORT+ACCT_NUM,2568
+PNAME+DOB+SSN+PASSPORT,2564
+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,2560
+PNAME+DOB+ADDRESS+PASSPORT,2545
+NAME+DRLIC+LOGIN_ID,2545
+NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,2515
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,2355
+NAME+ADDRESS+SSN+PASSPORT+LOGIN_ID,2347
+DOB+ADDRESS+PHONE+SSN+DRLIC,2291
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,2278
+PNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,2277
+NAME+ADDRESS+PASSPORT+LOGIN_ID,2247
+NAME+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,2172
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,2155
+PNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,2144
+PNAME+DOB+DRLIC,2140
+NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2115
+NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2108
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT,2097
+NAME+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,2063
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,2054
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,2046
+SURNAME+DOB+ADDRESS+PHONE+SSN,2045
+NAME+SSN+PASSPORT+LOGIN_ID,2040
+PNAME+PHONE+SSN+DRLIC+LOGIN_ID,2037
+NAME+PASSPORT+LOGIN_ID,2007
+PNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,2006
+NAME+DOB+PHONE+DRLIC+LOGIN_ID,1999
+PNAME+PHONE+DRLIC+LOGIN_ID,1976
+PNAME+DOB+PHONE+PASSPORT+ACCT_NUM,1970
+NAME+DOB+ADDRESS+DRLIC+PASSPORT,1962
+PNAME+DOB+PASSPORT,1916
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,1908
+NAME+SSN+DRLIC+PASSPORT+ACCT_NUM,1894
+NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,1867
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1861
+NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,1859
+DOB+ADDRESS+PHONE+SSN+PASSPORT,1856
+NAME+DOB+DRLIC+PASSPORT,1855
+PNAME+SSN+DRLIC+PASSPORT,1850
+NAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM,1842
+DOB+ADDRESS+SSN,1828
+NAME+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1811
+PNAME+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,1774
+NAME+DRLIC+PASSPORT+ACCT_NUM,1774
+PNAME+DOB+LOGIN_ID,1765
+PNAME+ADDRESS+DRLIC+PASSPORT,1755
+PNAME+SSN+LOGIN_ID+ACCT_NUM,1755
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1738
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID,1736
+PNAME+DOB+ADDRESS+LOGIN_ID,1733
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,1730
+NAME+DOB+SSN+DRLIC+PASSPORT,1714
+PNAME+ADDRESS+LOGIN_ID+ACCT_NUM,1708
+NAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,1706
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,1646
+NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,1623
+PNAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,1620
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,1619
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,1595
+NAME+DOB+LOGIN_ID+ACCT_NUM,1593
+NAME+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,1590
+PNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,1588
+PNAME+DOB+SSN+LOGIN_ID,1581
+PNAME+PHONE+SSN+PASSPORT+LOGIN_ID,1575
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,1574
+PNAME+DOB+DRLIC+ACCT_NUM,1549
+DOB+PHONE+SSN+ACCT_NUM,1542
+PNAME+DOB+ADDRESS+DRLIC+ACCT_NUM,1534
+NAME+DOB+PHONE+PASSPORT+LOGIN_ID,1534
+NAME+DOB+PHONE+DRLIC+PASSPORT+ACCT_NUM,1506
+NAME+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,1499
+NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,1494
+NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,1428
+PNAME+PHONE+PASSPORT+LOGIN_ID,1427
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1413
+PNAME+DOB+SSN+DRLIC+ACCT_NUM,1408
+PNAME+DOB+PHONE+DRLIC+PASSPORT,1402
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,1391
+PNAME+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1386
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,1385
+DOB+PHONE+SSN+DRLIC,1384
+PNAME+PHONE+DRLIC+PASSPORT+ACCT_NUM,1379
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT,1330
+NAME+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,1312
+PNAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,1310
+NAME+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1271
+PNAME+DOB+ADDRESS+PASSPORT+ACCT_NUM,1258
+PNAME+ADDRESS+SSN+DRLIC+LOGIN_ID,1222
+NAME+DOB+ADDRESS+DRLIC+LOGIN_ID,1219
+PNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,1214
+SURNAME+DOB+PHONE+SSN,1194
+PNAME+SSN+DRLIC+LOGIN_ID,1192
+PNAME+ADDRESS+DRLIC+LOGIN_ID,1181
+PNAME+DOB+PHONE+LOGIN_ID+ACCT_NUM,1180
+PNAME+DOB+PASSPORT+ACCT_NUM,1178
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,1178
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,1164
+NAME+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1140
+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,1136
+DOB+PHONE+SSN+PASSPORT,1119
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,1115
+PNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,1109
+PNAME+DOB+SSN+PASSPORT+ACCT_NUM,1092
+NAME+DOB+DRLIC+LOGIN_ID,1091
+NAME+DRLIC+LOGIN_ID+ACCT_NUM,1043
+NAME+DOB+SSN+DRLIC+LOGIN_ID,1027
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,1010
+SURNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,1001
+NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,991
+NAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,972
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,969
+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,964
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID,951
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,926
+PNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,922
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,914
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,912
+PNAME+ADDRESS+PASSPORT+LOGIN_ID,905
+NAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,903
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC,898
+PNAME+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,892
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,891
+NAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,868
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,862
+PNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,860
+PNAME+DOB+SSN+DRLIC+PASSPORT,836
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID,826
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,824
+NAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,824
+PNAME+SSN+DRLIC+PASSPORT+ACCT_NUM,822
+PNAME+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,821
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT,819
+PNAME+SSN+PASSPORT+LOGIN_ID,812
+NAME+DOB+PASSPORT+LOGIN_ID,811
+NAME+DOB+SSN+PASSPORT+LOGIN_ID,807
+PNAME+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,805
+NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,804
+NAME+PASSPORT+LOGIN_ID+ACCT_NUM,801
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,790
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,785
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,783
+DOB+ADDRESS+SSN+ACCT_NUM,752
+NAME+DOB+DRLIC+PASSPORT+ACCT_NUM,747
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,736
+PNAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM,736
+NAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,735
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,734
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,732
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,729
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,728
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,714
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,706
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,704
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,701
+NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,693
+PNAME+DOB+DRLIC+PASSPORT,690
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,686
+PNAME+DOB+LOGIN_ID+ACCT_NUM,686
+PNAME+DOB+SSN+LOGIN_ID+ACCT_NUM,678
+DOB+ADDRESS+SSN+DRLIC,675
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,670
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,669
+PNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,649
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID,640
+PNAME+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,634
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,628
+PNAME+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,627
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,626
+DOB+PHONE+SSN+DRLIC+ACCT_NUM,619
+NAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,616
+SURNAME+DOB+ADDRESS+SSN,600
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,579
+PNAME+DOB+PHONE+DRLIC+PASSPORT+ACCT_NUM,572
+NAME+DRLIC+PASSPORT+LOGIN_ID,565
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID,557
+NAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,552
+DOB+ADDRESS+SSN+PASSPORT,551
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,540
+SURNAME+DOB+PHONE+SSN+ACCT_NUM,538
+PNAME+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,537
+NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,534
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,508
+PNAME+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,505
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID,494
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,486
+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,481
+PNAME+DOB+SSN+DRLIC+LOGIN_ID,476
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,475
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,471
+PNAME+SSN+DRLIC+LOGIN_ID+ACCT_NUM,467
+PNAME+DOB+DRLIC+LOGIN_ID,464
+SURNAME+DOB+PHONE+SSN+DRLIC,463
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,463
+NAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,448
