,21145399
+PNAME+DOB+PHONE+SSN,20636
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID,19645
+NAME+ADDRESS+PHONE+LOGIN_ID,19006
+NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,18573
+NAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,18139
+NAME+DOB+ADDRESS+PHONE+DRLIC,17880
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC,17789
+NAME+PHONE+SSN+LOGIN_ID,17750
+NAME+ADDRESS+SSN+PASSPORT,17492
+PNAME+ADDRESS+PHONE+SSN+DRLIC,17426
+NAME+PHONE+LOGIN_ID,17186
+NAME+ADDRESS+PASSPORT,16434
+PNAME+PHONE+SSN+DRLIC,16094
+NAME+PHONE+DRLIC+ACCT_NUM,16078
+NAME+SSN+PASSPORT,16057
+NAME+PHONE+SSN+DRLIC+ACCT_NUM,16009
+NAME+DOB+PHONE+SSN+DRLIC,15294
+NAME+DOB,15218
+PNAME+ADDRESS+ACCT_NUM,15039
+NAME+DOB+PHONE+DRLIC,14934
+PNAME+ADDRESS+SSN+ACCT_NUM,14560
+PNAME+SSN+ACCT_NUM,14491
+NAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,14246
+PNAME+DOB+ADDRESS+PHONE,14168
+NAME+DOB+ADDRESS+ACCT_NUM,13991
+NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,13914
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,13740
+NAME+DOB+ADDRESS+SSN+ACCT_NUM,13707
+NAME+DOB+ADDRESS+PHONE+PASSPORT,13558
+PNAME+ADDRESS+PHONE+SSN+PASSPORT,13071
+NAME+DOB+ACCT_NUM,12916
+NAME+DRLIC,12435
+PNAME+DOB+ADDRESS+SSN,12403
+NAME+PHONE+SSN+PASSPORT+ACCT_NUM,12262
+NAME+DOB+SSN+ACCT_NUM,12230
+NAME+PHONE+PASSPORT+ACCT_NUM,12042
+PNAME+PHONE+SSN+PASSPORT,11678
+NAME+DOB+PHONE+SSN+PASSPORT,11390
+PNAME+ADDRESS+PHONE+PASSPORT,11312
+PNAME+DOB+SSN,11244
+NAME+PASSPORT,11047
+NAME+DOB+PHONE+PASSPORT,11040
+PNAME+ADDRESS+PHONE+DRLIC,10745
+NAME+ADDRESS+SSN+LOGIN_ID,10706
+NAME+ADDRESS+LOGIN_ID,10520
+PNAME+DOB+ADDRESS+PHONE+ACCT_NUM,10517
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,10463
+NAME+LOGIN_ID,10141
+NAME+SSN+LOGIN_ID,9849
+NAME+ADDRESS+SSN+DRLIC+ACCT_NUM,9794
+PNAME+ADDRESS+SSN+DRLIC,9695
+PNAME+DOB+PHONE+ACCT_NUM,9663
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,9659
+NAME+ADDRESS+DRLIC+ACCT_NUM,9555
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT,9413
+PNAME+DOB+PHONE+SSN+ACCT_NUM,9404
+NAME+DOB+ADDRESS+SSN+DRLIC,9315
+NAME+DOB+ADDRESS+DRLIC,9074
+NAME+SSN+DRLIC+ACCT_NUM,8974
+PNAME+PHONE+DRLIC,8964
+NAME+DRLIC+ACCT_NUM,8648
+NAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,8404
+NAME+PHONE+SSN+DRLIC+PASSPORT,8364
+NAME+DOB+SSN+DRLIC,8296
+NAME+PHONE+DRLIC+PASSPORT,8222
+PNAME+PHONE+PASSPORT,8200
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID,8146
+NAME+DOB+DRLIC,8136
+PNAME+SSN+DRLIC,7970
+NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,7884
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,7863
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,7789
+PNAME+ADDRESS+PHONE+SSN+LOGIN_ID,7767
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,7708
+PNAME+ADDRESS+PHONE+LOGIN_ID,7638
+PNAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,7505
+NAME+ADDRESS+PASSPORT+ACCT_NUM,7467
+NAME+ADDRESS+SSN+PASSPORT+ACCT_NUM,7459
+PNAME+PHONE+SSN+LOGIN_ID,7422
+PNAME+PHONE+LOGIN_ID,7410
+NAME+PHONE+LOGIN_ID+ACCT_NUM,7282
+PNAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,7276
+NAME+DOB+PHONE+LOGIN_ID,7139
+NAME+DOB+ADDRESS+SSN+PASSPORT,7088
+NAME+PHONE+SSN+LOGIN_ID+ACCT_NUM,7081
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC,7051
+PNAME+ADDRESS+SSN+PASSPORT,6963
+PNAME+DOB+ADDRESS+PHONE+DRLIC,6876
+NAME+DOB+PHONE+SSN+LOGIN_ID,6745
+PNAME+PHONE+DRLIC+ACCT_NUM,6693
+NAME+PASSPORT+ACCT_NUM,6687
+NAME+SSN+PASSPORT+ACCT_NUM,6682
+NAME+DOB+ADDRESS+PASSPORT,6638
+PNAME+PHONE+SSN+DRLIC+ACCT_NUM,6623
+NAME+DOB+PHONE+DRLIC+ACCT_NUM,6587
+PNAME+SSN+PASSPORT,6435
+NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,6335
+NAME+DOB+SSN+PASSPORT,6219
+PNAME+DOB+PHONE+DRLIC,6174
+NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,6116
+PNAME+DOB+PHONE+SSN+DRLIC,6085
+PNAME+DOB+ADDRESS+ACCT_NUM,5880
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,5831
+PNAME+DOB+ACCT_NUM,5811
+PNAME+DOB+ADDRESS+SSN+ACCT_NUM,5807
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,5740
+NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,5726
+DOB+ADDRESS+PHONE+SSN,5519
+PNAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,5506
+NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,5496
+PNAME+ADDRESS+DRLIC,5478
+NAME+DOB+PASSPORT,5443
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,5368
+PNAME+DOB+SSN+ACCT_NUM,5356
+NAME+ADDRESS+SSN+DRLIC+PASSPORT,5127
+PNAME+PHONE+PASSPORT+ACCT_NUM,5118
+PNAME+PHONE+SSN+PASSPORT+ACCT_NUM,5098
+PNAME+DOB+ADDRESS+PHONE+PASSPORT,5014
+NAME+ADDRESS+DRLIC+PASSPORT,5007
+PNAME+ADDRESS+PASSPORT,4994
+NAME+DOB+PHONE+PASSPORT+ACCT_NUM,4991
+NAME+PHONE+SSN+DRLIC+LOGIN_ID,4815
+NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,4784
+PNAME+DOB+PHONE+SSN+PASSPORT,4688
+NAME+PHONE+DRLIC+LOGIN_ID,4628
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,4572
+PNAME+ADDRESS+LOGIN_ID,4533
+PNAME+ADDRESS+SSN+LOGIN_ID,4450
+NAME+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,4430
+NAME+SSN+DRLIC+PASSPORT,4427
+NAME+DOB+ADDRESS+LOGIN_ID,4415
+NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,4402
+PNAME+SSN+LOGIN_ID,4301
+NAME+ADDRESS+LOGIN_ID+ACCT_NUM,4289
+NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,4217
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,4210
+NAME+DOB+ADDRESS+SSN+LOGIN_ID,4208
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,4190
+PNAME+DOB+PHONE+PASSPORT,4135
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,4104
+PNAME+ADDRESS+SSN+DRLIC+ACCT_NUM,4100
+NAME+SSN+LOGIN_ID+ACCT_NUM,4072
+NAME+DOB+ADDRESS+DRLIC+ACCT_NUM,4038
+PNAME+ADDRESS+DRLIC+ACCT_NUM,4015
+PNAME+SSN+DRLIC+ACCT_NUM,3942
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,3856
+NAME+DOB+SSN+LOGIN_ID,3853
+NAME+DOB+LOGIN_ID,3837
+PNAME+DOB+ADDRESS+SSN+DRLIC,3808
+NAME+DRLIC+PASSPORT,3805
+NAME+LOGIN_ID+ACCT_NUM,3799
+NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,3798
+NAME+PHONE+SSN+PASSPORT+LOGIN_ID,3743
+PNAME+DOB+ADDRESS+DRLIC,3718
+NAME+PHONE+PASSPORT+LOGIN_ID,3688
+DOB+PHONE+SSN,3635
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT,3567
+NAME+PHONE+DRLIC+PASSPORT+ACCT_NUM,3537
+PNAME+DOB+SSN+DRLIC,3507
+NAME+DOB+DRLIC+ACCT_NUM,3488
+NAME+DOB+SSN+DRLIC+ACCT_NUM,3451
+NAME+DOB+PHONE+DRLIC+PASSPORT,3437
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,3434
+NAME+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,3416
+PNAME+PHONE+SSN+DRLIC+PASSPORT,3358
+PNAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,3287
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,3246
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,3188
+PNAME+DOB+ADDRESS+PHONE+LOGIN_ID,3183
+PNAME+ADDRESS+SSN+PASSPORT+ACCT_NUM,3113
+PNAME+ADDRESS+PASSPORT+ACCT_NUM,3081
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,3076
+PNAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,3074
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM,3052
+PNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,2993
+PNAME+PHONE+SSN+LOGIN_ID+ACCT_NUM,2948
+NAME+ADDRESS+SSN+DRLIC+LOGIN_ID,2947
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,2942
+PNAME+SSN+PASSPORT+ACCT_NUM,2935
+NAME+ADDRESS+DRLIC+LOGIN_ID,2925
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,2914
+NAME+DOB+PHONE+LOGIN_ID+ACCT_NUM,2900
+PNAME+PHONE+DRLIC+PASSPORT,2870
+PNAME+PHONE+LOGIN_ID+ACCT_NUM,2843
+PNAME+DOB+ADDRESS+SSN+PASSPORT,2834
+PNAME+DOB+PHONE+LOGIN_ID,2832
+PNAME+DOB+PHONE+SSN+LOGIN_ID,2829
+NAME+SSN+DRLIC+LOGIN_ID,2746
+PNAME+DOB+PHONE+DRLIC+ACCT_NUM,2736
+NAME+DOB+PASSPORT+ACCT_NUM,2716
+NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,2673
+NAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,2649
+PNAME+DOB+SSN+PASSPORT,2582
+PNAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,2563
+PNAME+DOB+ADDRESS+PASSPORT,2556
+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,2555
+NAME+DOB+SSN+PASSPORT+ACCT_NUM,2550
+NAME+DRLIC+LOGIN_ID,2546
+NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,2503
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,2359
+NAME+ADDRESS+SSN+PASSPORT+LOGIN_ID,2344
+DOB+ADDRESS+PHONE+SSN+DRLIC,2301
+PNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,2286
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,2269
+NAME+ADDRESS+PASSPORT+LOGIN_ID,2241
+NAME+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,2177
+PNAME+DOB+DRLIC,2147
+PNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,2132
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,2125
+NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2101
+NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2097
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT,2091
+NAME+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,2050
+NAME+SSN+PASSPORT+LOGIN_ID,2046
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,2040
+SURNAME+DOB+ADDRESS+PHONE+SSN,2038
+PNAME+PHONE+SSN+DRLIC+LOGIN_ID,2032
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,2017
+PNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,2015
+NAME+PASSPORT+LOGIN_ID,2002
+NAME+DOB+PHONE+DRLIC+LOGIN_ID,1990
+PNAME+DOB+PHONE+PASSPORT+ACCT_NUM,1975
+PNAME+PHONE+DRLIC+LOGIN_ID,1973
+NAME+DOB+ADDRESS+DRLIC+PASSPORT,1960
+PNAME+DOB+PASSPORT,1926
+NAME+SSN+DRLIC+PASSPORT+ACCT_NUM,1905
+DOB+ADDRESS+PHONE+SSN+PASSPORT,1877
+PNAME+SSN+DRLIC+PASSPORT,1877
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,1870
+NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,1863
+NAME+DOB+DRLIC+PASSPORT,1855
+NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,1852
+NAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM,1847
+DOB+ADDRESS+SSN,1815
+NAME+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1814
+NAME+DRLIC+PASSPORT+ACCT_NUM,1800
+PNAME+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,1781
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1775
+PNAME+DOB+LOGIN_ID,1757
+PNAME+SSN+LOGIN_ID+ACCT_NUM,1757
+PNAME+ADDRESS+DRLIC+PASSPORT,1744
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID,1738
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,1724
+PNAME+DOB+ADDRESS+LOGIN_ID,1724
+NAME+DOB+SSN+DRLIC+PASSPORT,1712
+NAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,1712
+PNAME+ADDRESS+LOGIN_ID+ACCT_NUM,1695
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1680
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,1639
+NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,1626
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,1625
+PNAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,1622
+PNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,1601
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,1597
+NAME+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,1591
+NAME+DOB+LOGIN_ID+ACCT_NUM,1588
+PNAME+DOB+SSN+LOGIN_ID,1585
+PNAME+PHONE+SSN+PASSPORT+LOGIN_ID,1572
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,1569
+PNAME+DOB+DRLIC+ACCT_NUM,1555
+PNAME+DOB+ADDRESS+DRLIC+ACCT_NUM,1551
+DOB+PHONE+SSN+ACCT_NUM,1545
+NAME+DOB+PHONE+PASSPORT+LOGIN_ID,1533
+NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,1497
+NAME+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,1490
+NAME+DOB+PHONE+DRLIC+PASSPORT+ACCT_NUM,1485
+NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,1440
+PNAME+PHONE+PASSPORT+LOGIN_ID,1427
+PNAME+DOB+SSN+DRLIC+ACCT_NUM,1427
+PNAME+DOB+PHONE+DRLIC+PASSPORT,1422
+PNAME+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1411
+PNAME+PHONE+DRLIC+PASSPORT+ACCT_NUM,1398
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,1393
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1382
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,1381
+DOB+PHONE+SSN+DRLIC,1381
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT,1320
+NAME+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,1309
+PNAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,1300
+NAME+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1253
+PNAME+DOB+ADDRESS+PASSPORT+ACCT_NUM,1244
+NAME+DOB+ADDRESS+DRLIC+LOGIN_ID,1227
+PNAME+ADDRESS+SSN+DRLIC+LOGIN_ID,1224
+PNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,1208
+SURNAME+DOB+PHONE+SSN,1195
+PNAME+SSN+DRLIC+LOGIN_ID,1193
+PNAME+ADDRESS+DRLIC+LOGIN_ID,1181
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,1180
+PNAME+DOB+PHONE+LOGIN_ID+ACCT_NUM,1174
+PNAME+DOB+PASSPORT+ACCT_NUM,1173
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,1156
+NAME+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1150
+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,1133
+DOB+PHONE+SSN+PASSPORT,1123
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,1115
+PNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,1111
+PNAME+DOB+SSN+PASSPORT+ACCT_NUM,1102
+NAME+DOB+DRLIC+LOGIN_ID,1085
+NAME+DRLIC+LOGIN_ID+ACCT_NUM,1040
+NAME+DOB+SSN+DRLIC+LOGIN_ID,1020
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,1007
+NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,994
+SURNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,989
+NAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,972
+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,971
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,965
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID,954
+PNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,933
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,929
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,913
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,906
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,906
+PNAME+ADDRESS+PASSPORT+LOGIN_ID,906
+NAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,904
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC,902
+PNAME+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,887
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,870
+NAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,866
+PNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,850
+PNAME+DOB+SSN+DRLIC+PASSPORT,840
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT,834
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID,834
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,831
+PNAME+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,826
+PNAME+SSN+DRLIC+PASSPORT+ACCT_NUM,824
+NAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,820
+NAME+DOB+PASSPORT+LOGIN_ID,810
+PNAME+SSN+PASSPORT+LOGIN_ID,810
+PNAME+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,805
+NAME+DOB+SSN+PASSPORT+LOGIN_ID,800
+NAME+PASSPORT+LOGIN_ID+ACCT_NUM,797
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,793
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,789
+NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,789
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,788
+DOB+ADDRESS+SSN+ACCT_NUM,756
+NAME+DOB+DRLIC+PASSPORT+ACCT_NUM,751
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,741
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,737
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,736
+PNAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM,735
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,733
+NAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,731
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,729
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,722
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,705
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,704
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,702
+PNAME+DOB+DRLIC+PASSPORT,695
+PNAME+DOB+LOGIN_ID+ACCT_NUM,687
+NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,687
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,681
+DOB+ADDRESS+SSN+DRLIC,677
+PNAME+DOB+SSN+LOGIN_ID+ACCT_NUM,676
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,676
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,670
+PNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,646
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID,642
+PNAME+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,628
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,627
+PNAME+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,623
+NAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,618
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,618
+DOB+PHONE+SSN+DRLIC+ACCT_NUM,618
+SURNAME+DOB+ADDRESS+SSN,602
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,589
+PNAME+DOB+PHONE+DRLIC+PASSPORT+ACCT_NUM,579
+NAME+DRLIC+PASSPORT+LOGIN_ID,562
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID,558
+DOB+ADDRESS+SSN+PASSPORT,550
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,548
+NAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,547
+SURNAME+DOB+PHONE+SSN+ACCT_NUM,536
+NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,534
+PNAME+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,532
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,511
+PNAME+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,506
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID,489
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,483
+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,481
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,478
+PNAME+DOB+SSN+DRLIC+LOGIN_ID,478
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,475
+SURNAME+DOB+PHONE+SSN+DRLIC,475
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,469
+PNAME+DOB+DRLIC+LOGIN_ID,463
+PNAME+SSN+DRLIC+LOGIN_ID+ACCT_NUM,463
+NAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,450
