,62120630
+NAME+DOB+PHONE+DRLIC,181125
+NAME+PHONE+DRLIC+ACCT_NUM,179792
+NAME+DOB+ADDRESS+ACCT_NUM,172132
+NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,171595
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,171469
+PNAME+ADDRESS+PHONE+SSN+PASSPORT,170546
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT,163271
+PNAME+PHONE+SSN+DRLIC,159276
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,158131
+NAME+ADDRESS+SSN+DRLIC+ACCT_NUM,155889
+PNAME+SSN,153431
+NAME+ADDRESS+PASSPORT,146706
+NAME+DOB+ADDRESS+SSN+DRLIC,146275
+NAME+SSN+PASSPORT,144672
+PNAME+ADDRESS+SSN+ACCT_NUM,140360
+NAME+DOB+PHONE+PASSPORT,138779
+NAME+PHONE+PASSPORT+ACCT_NUM,138766
+NAME+DOB+SSN+ACCT_NUM,138081
+NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,135618
+NAME+PHONE+SSN+DRLIC+PASSPORT,133544
+PNAME+DOB+ADDRESS+PHONE,133339
+PNAME+DOB+ADDRESS+PHONE+ACCT_NUM,132140
+PNAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,125616
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,123934
+NAME+ADDRESS+SSN+PASSPORT+ACCT_NUM,121481
+PNAME+PHONE+SSN+PASSPORT,120147
+PNAME+DOB+ADDRESS+SSN,118887
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC,117156
+PNAME+DOB+PHONE+SSN+ACCT_NUM,116734
+NAME+DOB+ACCT_NUM,116663
+NAME+DOB+ADDRESS+SSN+PASSPORT,116414
+PNAME+SSN+ACCT_NUM,115428
+NAME+DOB+ADDRESS+DRLIC,114800
+NAME+ADDRESS+DRLIC+ACCT_NUM,113759
+NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,113002
+PNAME+ADDRESS+ACCT_NUM,112462
+PNAME+ADDRESS+PHONE+PASSPORT,111581
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,109366
+PNAME+ADDRESS+PHONE+DRLIC,108411
+NAME+DOB+PHONE+DRLIC+ACCT_NUM,108317
+NAME+SSN+DRLIC+ACCT_NUM,106337
+NAME+DOB,102012
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,99184
+NAME+PHONE+DRLIC+PASSPORT,97198
+PNAME+ADDRESS+SSN+DRLIC,97183
+NAME+DOB+SSN+DRLIC,96551
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,96125
+PNAME+DOB+PHONE+ACCT_NUM,94943
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,92583
+NAME+DRLIC,92268
+PNAME+DOB+ADDRESS+PHONE+DRLIC,91516
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,91409
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,90530
+PNAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,90043
+NAME+ADDRESS+PASSPORT+ACCT_NUM,89689
+NAME+DOB+ADDRESS+PASSPORT,88021
+PNAME+DOB+SSN,87679
+PNAME+PHONE+SSN+DRLIC+ACCT_NUM,87495
+NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,87484
+NAME+ADDRESS+SSN+DRLIC+PASSPORT,84706
+NAME+DOB+PHONE+PASSPORT+ACCT_NUM,84560
+NAME+SSN+PASSPORT+ACCT_NUM,82013
+NAME+PASSPORT,81590
+PNAME+DOB+PHONE+SSN+DRLIC,79121
+NAME+DOB+DRLIC,76699
+PNAME+PHONE+DRLIC,76324
+NAME+DOB+SSN+PASSPORT,74283
+NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,73264
+PNAME+ADDRESS+SSN+PASSPORT,73151
+PNAME+DOB+ADDRESS+SSN+ACCT_NUM,72046
+NAME+DRLIC+ACCT_NUM,69812
+PNAME+SSN+DRLIC,69655
+NAME+DOB+ADDRESS+DRLIC+ACCT_NUM,68536
+PNAME+DOB+ADDRESS+PHONE+PASSPORT,68411
+PNAME+PHONE+SSN+PASSPORT+ACCT_NUM,68305
+PNAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,68231
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,67937
+PNAME+PHONE+PASSPORT,67903
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,66374
+NAME+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,64502
+PNAME+DOB+PHONE+DRLIC,62683
+PNAME+PHONE+DRLIC+ACCT_NUM,62212
+NAME+ADDRESS+DRLIC+PASSPORT,61826
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,61659
+PNAME+DOB+PHONE+SSN+PASSPORT,61236
+DOB+ADDRESS+PHONE+SSN,61086
+NAME+DOB+PHONE+DRLIC+PASSPORT,58436
+NAME+PHONE+DRLIC+PASSPORT+ACCT_NUM,58423
+PNAME+DOB+ADDRESS+ACCT_NUM,58301
+NAME+SSN+DRLIC+PASSPORT,57240
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,57201
+PNAME+SSN+PASSPORT,56376
+PNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,55009
+PNAME+ADDRESS+SSN+DRLIC+ACCT_NUM,54658
+PNAME+DOB+SSN+ACCT_NUM,54363
+NAME+DOB+PASSPORT,54331
+NAME+PASSPORT+ACCT_NUM,53738
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM,53660
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,53250
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,51355
+NAME+DOB+SSN+DRLIC+ACCT_NUM,51020
+PNAME+DOB+ADDRESS+SSN+DRLIC,49439
+PNAME+DOB+ACCT_NUM,48824
+PNAME+PHONE+PASSPORT+ACCT_NUM,47927
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT,47634
+PNAME+PHONE+SSN+DRLIC+PASSPORT,47034
+PNAME+ADDRESS+DRLIC,46729
+PNAME+DOB+PHONE+PASSPORT,44985
+NAME+DOB+DRLIC+ACCT_NUM,44191
+PNAME+SSN+DRLIC+ACCT_NUM,43294
+PNAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,43050
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,42940
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,42616
+PNAME+ADDRESS+SSN+PASSPORT+ACCT_NUM,42332
+PNAME+ADDRESS+PASSPORT,42023
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,40968
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,40061
+NAME+DOB+SSN+PASSPORT+ACCT_NUM,40002
+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,39479
+PNAME+DOB+ADDRESS+DRLIC,39375
+PNAME+ADDRESS+DRLIC+ACCT_NUM,38991
+PNAME+DOB+ADDRESS+SSN+PASSPORT,38501
+NAME+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,38064
+PNAME+DOB+SSN+DRLIC,37944
+NAME+DOB+ADDRESS+DRLIC+PASSPORT,37245
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,36812
+PNAME+DOB+PHONE+DRLIC+ACCT_NUM,35619
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,35118
+NAME+DOB+PASSPORT+ACCT_NUM,34420
+PNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,34077
+DOB+ADDRESS+PHONE+SSN+DRLIC,33801
+NAME+DRLIC+PASSPORT,33426
+PNAME+SSN+PASSPORT+ACCT_NUM,32933
+NAME+DOB+PHONE+DRLIC+PASSPORT+ACCT_NUM,32225
+DOB+PHONE+SSN,32057
+NAME+SSN+DRLIC+PASSPORT+ACCT_NUM,30642
+PNAME+ADDRESS+PASSPORT+ACCT_NUM,30348
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,29638
+PNAME+PHONE+DRLIC+PASSPORT,29556
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT,29394
+PNAME+DOB+SSN+PASSPORT,28884
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,28733
+PNAME+DOB+ADDRESS+PASSPORT,28459
+DOB+ADDRESS+PHONE+SSN+PASSPORT,28353
+NAME+DOB+SSN+DRLIC+PASSPORT,27832
+PNAME+DOB+PHONE+PASSPORT+ACCT_NUM,27738
+PNAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,27724
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,27617
+SURNAME+DOB+ADDRESS+PHONE+SSN,26741
+PNAME+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,24395
+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,23798
+NAME+DOB+DRLIC+PASSPORT,23433
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT,22637
+PNAME+DOB+ADDRESS+DRLIC+ACCT_NUM,22212
+PNAME+SSN+DRLIC+PASSPORT,22062
+PNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,21246
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,21177
+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,20483
+NAME+DRLIC+PASSPORT+ACCT_NUM,20418
+PNAME+DOB+SSN+DRLIC+ACCT_NUM,20159
+PNAME+DOB+DRLIC,19569
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,19394
+PNAME+DOB+PHONE+DRLIC+PASSPORT,19028
+PNAME+ADDRESS+DRLIC+PASSPORT,18815
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,18768
+PNAME+PHONE+DRLIC+PASSPORT+ACCT_NUM,18326
+SURNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,18209
+DOB+PHONE+SSN+ACCT_NUM,17958
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,17827
+PNAME+DOB+PASSPORT,17734
+PNAME+DOB+ADDRESS+PASSPORT+ACCT_NUM,17430
+PNAME+DOB+DRLIC+ACCT_NUM,16780
+DOB+PHONE+SSN+DRLIC,16207
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,15922
+PNAME+DOB+SSN+PASSPORT+ACCT_NUM,15781
+DOB+ADDRESS+SSN,15685
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC,15070
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,14667
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,14259
+NAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,13818
+NAME+DOB+DRLIC+PASSPORT+ACCT_NUM,13497
+PNAME+DOB+PASSPORT+ACCT_NUM,13281
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,13178
+DOB+PHONE+SSN+PASSPORT,12892
+SURNAME+DOB+PHONE+SSN,12582
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT,12269
+PNAME+SSN+DRLIC+PASSPORT+ACCT_NUM,11991
+PNAME+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,11872
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,11863
+PNAME+DOB+SSN+DRLIC+PASSPORT,10890
+PNAME+DOB+PHONE+DRLIC+PASSPORT+ACCT_NUM,10866
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,10863
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,10436
+DOB+PHONE+SSN+DRLIC+ACCT_NUM,9747
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,9404
+DOB+ADDRESS+SSN+ACCT_NUM,8522
+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,8194
+PNAME+DOB+DRLIC+PASSPORT,7945
+DOB+ADDRESS+SSN+DRLIC,7925
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,7831
+SURNAME+DOB+PHONE+SSN+ACCT_NUM,7635
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,7012
+SURNAME+DOB+PHONE+SSN+DRLIC,6589
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,6444
+DOB+ADDRESS+SSN+PASSPORT,6372
+SURNAME+DOB+ADDRESS+SSN,6116
+DOB+PHONE+SSN+DRLIC+PASSPORT,5749
+SURNAME+DOB+PHONE+SSN+PASSPORT,5358
+PNAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,5341
+PNAME+DOB+DRLIC+PASSPORT+ACCT_NUM,5033
+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,4907
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,4714
+SURNAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,4303
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID,4111
+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,4038
+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,3939
+SURNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,3746
+SURNAME+DOB+ADDRESS+SSN+ACCT_NUM,3676
+SURNAME+DOB+ADDRESS+SSN+DRLIC,3189
+DOB+ADDRESS+SSN+DRLIC+PASSPORT,2947
+NAME+PHONE+SSN+LOGIN_ID,2803
+LIKELY_NAME+ADDRESS+PHONE+SSN,2794
+NAME+ADDRESS+PHONE+LOGIN_ID,2790
+SURNAME+DOB+ADDRESS+SSN+PASSPORT,2675
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT,2605
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,2193
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,2155
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,2110
+SURNAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,2035
+NAME+PHONE+LOGIN_ID,1926
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,1902
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID,1845
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1768
+NAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,1735
+NAME+ADDRESS+SSN+LOGIN_ID,1719
+NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,1525
+NAME+PHONE+SSN+LOGIN_ID+ACCT_NUM,1514
+NAME+DOB+PHONE+SSN+LOGIN_ID,1440
+LIKELY_NAME+ADDRESS+PHONE+SSN+ACCT_NUM,1418
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN,1395
+NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,1305
+LIKELY_NAME+ADDRESS+PHONE+ACCT_NUM,1295
+PNAME+ADDRESS+PHONE+SSN+LOGIN_ID,1278
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,1241
+NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,1206
+NAME+SSN+LOGIN_ID,1179
+NAME+ADDRESS+LOGIN_ID,1178
+NAME+DOB+PHONE+LOGIN_ID,1139
+LIKELY_NAME+DOB+ADDRESS+PHONE,1106
+NAME+PHONE+SSN+DRLIC+LOGIN_ID,1101
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC,1083
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,1031
+NAME+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,1028
+NAME+PHONE+LOGIN_ID+ACCT_NUM,1017
+NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,1007
+PNAME+PHONE+SSN+LOGIN_ID,962
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,936
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,929
+NAME+DOB+ADDRESS+SSN+LOGIN_ID,907
+NAME+LOGIN_ID,903
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,898
+PNAME+ADDRESS+PHONE+LOGIN_ID,866
+NAME+PHONE+SSN+PASSPORT+LOGIN_ID,857
+NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,851
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT,820
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,766
+PNAME+PHONE+LOGIN_ID,753
+NAME+PHONE+DRLIC+LOGIN_ID,751
+PNAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,750
+NAME+DOB+ADDRESS+LOGIN_ID,749
+NAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,699
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,693
+NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,692
+NAME+DOB+PHONE+LOGIN_ID+ACCT_NUM,689
+LIKELY_NAME+DOB+PHONE+SSN,683
+NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,680
+NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,674
+LIKELY_NAME+DOB+ADDRESS+PHONE+ACCT_NUM,663
+NAME+ADDRESS+LOGIN_ID+ACCT_NUM,659
+NAME+SSN+LOGIN_ID+ACCT_NUM,650
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT,625
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,623
+NAME+ADDRESS+SSN+DRLIC+LOGIN_ID,619
+NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,616
+NAME+DOB+SSN+LOGIN_ID,603
+PNAME+ADDRESS+SSN+LOGIN_ID,596
+LIKELY_NAME+ADDRESS+PHONE+DRLIC,583
+NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,583
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC,569
+PNAME+DOB+ADDRESS+PHONE+LOGIN_ID,557
+NAME+PHONE+PASSPORT+LOGIN_ID,546
+PNAME+SSN+LOGIN_ID,541
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,541
+LIKELY_NAME+DOB+PHONE+SSN+ACCT_NUM,534
+PNAME+PHONE+SSN+LOGIN_ID+ACCT_NUM,525
+NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,522
+NAME+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,511
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,507
+NAME+DOB+PHONE+DRLIC+LOGIN_ID,505
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,490
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,485
+PNAME+DOB+PHONE+SSN+LOGIN_ID,482
+NAME+ADDRESS+SSN+PASSPORT+LOGIN_ID,479
+PNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,477
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC,469
+NAME+ADDRESS+DRLIC+LOGIN_ID,468
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,462
+NAME+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,448
+PNAME+ADDRESS+LOGIN_ID,437
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,436
+NAME+SSN+DRLIC+LOGIN_ID,434
+PNAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,431
+SURNAME+ADDRESS+PHONE+SSN,429
+NAME+DOB+LOGIN_ID,426
+NAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,416
+NAME+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,416
+NAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM,414
+NAME+LOGIN_ID+ACCT_NUM,413
+NAME+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,405
+NAME+DOB+PHONE+PASSPORT+LOGIN_ID,404
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,400
+NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,398
+PNAME+DOB+PHONE+LOGIN_ID,391
+LIKELY_NAME+DOB+ADDRESS+SSN,390
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,388
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,387
+PNAME+PHONE+SSN+DRLIC+LOGIN_ID,373
+PNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,371
+NAME+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,369
+NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,363
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,360
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,360
+NAME+SSN+PASSPORT+LOGIN_ID,359
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,354
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT,349
+NAME+ADDRESS+PASSPORT+LOGIN_ID,348
+LIKELY_NAME+DOB+ADDRESS+SSN+ACCT_NUM,345
+LIKELY_NAME+DOB+SSN,335
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID,334
+NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,334
+NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,321
+PNAME+PHONE+LOGIN_ID+ACCT_NUM,320
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,320
+NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,319
+NAME+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,315
+PNAME+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,313
+PNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,307
+PNAME+PHONE+SSN+PASSPORT+LOGIN_ID,305
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,303
+PNAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,302
+SURNAME+ADDRESS+PHONE+SSN+ACCT_NUM,301
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC,297
+NAME+DOB+ADDRESS+DRLIC+LOGIN_ID,295
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,289
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,284
+PNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,280
+NAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,275
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,271
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,271
+NAME+DOB+LOGIN_ID+ACCT_NUM,269
+PNAME+SSN+LOGIN_ID+ACCT_NUM,266
+PNAME+PHONE+DRLIC+LOGIN_ID,262
+NAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,257
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT,257
+NAME+SSN+DRLIC+LOGIN_ID+ACCT_NUM,255
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,252
+PNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,250
+NAME+DRLIC+LOGIN_ID,249
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT,245
+PNAME+ADDRESS+SSN+DRLIC+LOGIN_ID,236
+PNAME+DOB+ADDRESS+LOGIN_ID,235
+NAME+PASSPORT+LOGIN_ID,234
